driverId,raceId,morning_line,winner,podium,fastest_lap,podium_percent,win_percent,previous_winner,recent_winner,position
1,36,22-4,0,1,0,1,0,0,0,3
1,37,22-4,0,1,0,1,0,0,0,3
1,38,22-2,0,1,0,1,0,0,0,3
1,39,22-4,1,1,0,1,0,0,0,1
1,40,22-2,0,1,0,1,0,1,1,2
1,41,22-1,1,1,0,1,0,0,1,1
1,42,22-1,1,1,0,1,0,1,1,1
1,43,22-2,1,1,0,1,0,1,1,1
1,44,22-1,1,1,0,1,1,1,1,1
1,45,22-10,1,1,1,1,1,1,1,1
1,46,22-2,1,1,0,1,1,1,1,1
1,47,22-2,1,1,0,1,1,1,1,1
1,48,22-2,1,1,0,1,1,1,1,1
1,49,22-4,1,1,0,1,1,1,1,1
1,50,22-1,1,1,0,1,1,1,1,1
1,51,22-1,1,1,0,1,1,1,1,1
1,52,22-2,0,1,0,1,1,1,1,2
1,18,22-1,1,1,0,1,1,0,1,1
1,19,22-4,1,1,0,1,1,1,1,1
1,20,22-3,0,1,0,1,1,1,1,3
1,21,22-5,0,1,0,1,1,0,1,2
1,22,20-3,0,1,0,1,1,0,1,3
1,23,20-3,1,1,0,1,1,0,0,1
1,24,20-1,0,1,0,1,1,1,1,2
1,25,20-3,0,0,0,1,1,0,1,4
1,26,20-4,1,1,0,1,1,0,1,1
1,27,20-1,1,1,0,1,1,1,1,1
1,28,20-1,1,1,0,1,1,1,1,1
1,29,20-2,1,1,0,1,1,1,1,1
1,30,20-1,1,1,1,1,1,1,1,1
1,31,20-15,1,1,0,1,1,1,1,1
1,32,20-2,1,1,0,1,1,1,1,1
1,33,20-1,1,1,0,1,1,1,1,1
1,34,20-1,1,1,0,1,1,1,1,1
1,35,20-4,1,1,0,1,1,1,1,1
1,2,20-13,0,0,0,1,1,1,1,10
1,3,20-9,0,0,0,1,1,0,1,10
1,4,20-5,0,0,0,1,1,0,1,7
1,5,20-14,0,0,0,1,1,0,0,7
1,6,20-16,0,0,0,1,1,0,0,9
1,7,20-16,0,0,0,1,1,0,0,11
1,8,20-19,0,0,0,1,1,0,0,11
1,9,20-5,0,0,1,1,1,0,0,11
1,10,20-4,0,0,0,1,1,0,0,8
1,11,20-1,0,0,0,1,1,0,0,6
1,12,20-12,0,0,0,1,1,0,0,7
1,13,20-1,0,0,0,1,1,0,0,7
1,14,20-1,0,0,0,1,1,0,0,6
1,15,20-3,0,0,0,1,1,0,0,6
1,16,20-18,0,0,0,1,0,0,0,5
1,17,20-1,0,0,0,1,0,0,0,5
1,337,24-4,0,1,0,1,0,0,0,3
1,338,24-11,0,0,0,1,0,0,0,4
1,339,24-20,0,0,0,1,0,0,0,6
1,340,24-6,0,0,0,1,0,0,0,4
1,341,24-3,0,0,0,1,0,0,0,6
1,342,24-5,0,0,0,1,0,0,0,7
1,343,24-2,0,1,0,1,0,0,0,3
1,344,24-1,1,1,0,1,0,0,0,1
1,345,24-3,1,1,0,1,0,1,1,1
1,346,24-4,1,1,0,1,0,1,1,1
1,347,24-6,1,1,0,1,0,1,1,1
1,348,24-5,0,1,0,1,0,1,1,2
1,349,24-2,1,1,1,1,0,0,1,1
1,350,24-5,0,1,0,1,0,1,1,2
1,351,24-3,0,1,0,1,0,0,1,3
1,352,24-3,0,0,0,1,0,0,1,4
1,353,24-4,0,1,0,1,0,0,0,3
1,354,24-4,0,0,0,1,0,0,0,4
1,355,24-2,0,0,0,1,0,0,0,4
1,841,24-2,0,1,0,1,0,0,0,2
1,842,24-2,0,1,0,1,0,0,0,3
1,843,24-3,0,1,0,1,0,0,0,2
1,844,23-4,0,1,0,1,0,0,0,2
1,845,23-3,0,1,0,1,0,0,0,2
1,846,24-7,0,1,0,1,0,0,0,2
1,847,24-5,0,0,0,1,0,0,0,4
1,848,24-3,0,0,0,1,0,0,0,4
1,849,24-10,0,0,0,1,0,0,0,4
1,850,24-2,0,1,0,1,0,0,0,3
1,851,24-2,0,1,0,1,0,0,0,3
1,852,23-2,0,0,0,1,0,0,0,5
1,853,24-2,0,0,0,1,0,0,0,5
1,854,24-4,0,0,0,1,0,0,0,5
1,855,24-3,0,0,0,1,0,0,0,5
1,856,24-1,0,0,0,1,0,0,0,5
1,857,24-2,0,0,0,1,0,0,0,5
1,858,23-2,0,0,0,1,0,0,0,5
1,859,24-4,0,0,0,1,0,0,0,5
1,860,24-1,0,1,0,1,0,0,0,3
1,861,24-1,0,1,0,1,0,0,0,2
1,862,24-2,1,1,0,1,0,0,0,1
1,863,24-2,0,1,0,1,0,1,1,2
1,864,24-1,0,1,0,1,0,0,1,3
1,865,23-4,0,0,0,1,0,0,1,4
1,866,24-2,1,1,0,1,0,0,0,1
1,867,23-2,0,1,0,1,0,1,1,3
1,868,24-8,0,0,0,1,0,0,1,4
1,869,24-8,0,0,0,1,0,0,1,5
1,870,24-1,0,0,0,1,0,0,0,4
1,871,24-8,0,0,0,1,0,0,0,5
1,872,23-1,0,1,0,1,0,0,0,2
1,873,24-1,0,0,0,1,0,0,0,4
1,874,24-9,0,0,0,1,0,0,0,4
1,875,23-3,0,0,0,1,0,0,0,4
1,876,24-3,0,0,0,1,0,0,0,5
1,877,24-1,0,0,0,1,0,0,0,5
1,878,24-2,0,0,0,1,0,0,0,4
1,879,24-1,0,0,0,1,0,0,0,4
1,880,22-3,0,0,0,1,0,0,0,5
1,881,22-4,0,0,0,1,0,0,0,4
1,882,22-1,0,0,0,1,0,0,0,4
1,883,22-4,0,1,0,1,0,0,0,3
1,884,22-2,0,0,0,1,0,0,0,4
1,885,22-2,0,0,0,1,0,0,0,4
1,886,22-2,0,0,0,1,0,0,0,4
1,887,22-1,0,0,0,1,0,0,0,4
1,888,22-1,0,0,0,1,0,0,0,4
1,890,22-1,0,0,0,1,0,0,0,4
1,891,22-1,0,1,0,1,0,0,0,3
1,892,22-12,0,1,0,1,0,0,0,3
1,893,22-5,0,1,0,1,0,0,0,3
1,894,22-2,0,0,0,1,0,0,0,4
1,895,22-3,0,0,1,1,0,0,0,4
1,896,22-3,0,0,0,1,0,0,0,4
1,897,22-4,0,0,0,1,0,0,0,4
1,898,22-5,0,1,0,1,0,0,0,3
1,899,22-5,0,0,1,1,0,0,0,4
1,900,22-1,0,0,0,1,0,0,0,19
1,901,22-1,0,1,0,1,0,0,0,2
1,902,22-2,0,1,0,1,0,0,0,2
1,903,22-1,0,1,0,1,0,0,0,2
1,904,22-1,1,1,0,1,0,0,0,1
1,905,22-2,0,1,0,1,0,1,1,2
1,906,22-2,0,1,0,1,0,0,1,2
1,907,22-9,0,1,0,1,0,0,1,2
1,908,22-6,0,1,0,1,0,0,0,2
1,909,22-16,0,1,0,1,0,0,0,2
1,910,22-21,0,1,0,1,0,0,0,2
1,911,22-2,0,1,0,1,0,0,0,2
1,912,22-1,0,1,0,1,0,0,0,2
1,913,22-1,1,1,0,1,0,0,0,1
1,914,22-2,1,1,0,1,0,1,1,1
1,915,21-1,1,1,0,1,0,1,1,1
1,916,18-2,1,1,0,1,0,1,1,1
1,917,18-2,1,1,0,1,0,1,1,1
1,918,18-2,1,1,0,1,0,1,1,1
1,931,20-1,1,1,0,1,0,1,1,1
1,932,19-1,1,1,0,1,0,1,1,1
1,929,19-1,1,1,0,1,0,1,1,1
1,930,20-2,1,1,0,1,0,1,1,1
1,928,20-1,1,1,1,1,0,1,1,1
1,926,18-1,1,1,0,1,0,1,1,1
1,927,19-1,1,1,0,1,0,1,1,1
1,933,20-1,1,1,0,1,0,1,1,1
1,934,20-1,1,1,0,1,0,1,1,1
1,936,20-1,1,1,0,1,0,1,1,1
1,937,20-1,1,1,0,1,0,1,1,1
1,938,20-1,1,1,0,1,0,1,1,1
1,939,20-5,1,1,0,1,0,1,1,1
1,940,20-2,1,1,0,1,0,1,1,1
1,941,19-2,1,1,0,1,0,1,1,1
1,942,20-2,1,1,0,1,0,1,1,1
1,943,20-2,1,1,0,1,0,1,1,1
1,944,20-2,1,1,0,1,0,1,1,1
1,945,20-2,1,1,0,1,0,1,1,1
1,948,22-1,0,1,0,1,0,1,1,2
1,949,22-1,0,1,0,1,0,0,1,2
1,950,22-22,0,1,0,1,0,0,1,2
1,951,22-10,0,1,0,1,0,0,0,2
1,952,22-1,0,1,0,1,0,0,0,3
1,953,22-3,0,1,0,1,0,0,0,2
1,954,21-1,0,1,0,1,0,0,0,2
1,955,22-10,0,1,0,1,0,0,0,2
1,956,22-1,0,1,0,1,0,0,0,2
1,957,21-1,0,1,0,1,0,0,0,2
1,958,22-2,1,1,0,1,0,0,0,1
1,959,22-2,1,1,0,1,0,1,1,1
1,960,21-21,1,1,0,1,0,1,1,1
1,961,21-1,1,1,0,1,0,1,1,1
1,962,22-3,0,1,0,1,0,1,1,2
1,963,22-1,0,1,0,1,0,0,1,2
1,964,22-2,0,1,0,1,0,0,1,2
1,965,22-1,0,1,0,1,0,0,0,2
1,966,21-1,0,1,0,1,0,0,0,2
1,967,22-1,0,1,1,1,0,0,0,2
1,968,22-1,0,1,0,1,0,0,0,2
2,158,22-15,0,0,0,0,0,0,0,9
2,159,0-1,0,0,0,0,0,0,0,14
2,160,22-22,0,0,0,0,0,0,0,19
2,161,22-17,0,0,0,0,0,0,0,19
2,162,0-1,0,0,0,0,0,0,0,19
2,163,0-1,0,0,0,0,0,0,0,21
2,164,0-1,0,0,0,0,0,0,0,18
2,165,0-1,0,0,0,0,0,0,0,18
2,166,0-1,0,0,0,0,0,0,0,18
2,167,0-1,0,0,0,0,0,0,0,20
2,168,0-1,0,0,0,0,0,0,0,20
2,169,0-1,0,0,0,0,0,0,0,20
2,170,0-1,0,0,0,0,0,0,0,20
2,171,0-1,0,0,0,0,0,0,0,20
2,172,0-1,0,0,0,0,0,0,0,20
2,173,22-16,0,0,1,0,0,0,0,20
2,174,0-1,0,0,0,0,0,0,0,20
2,141,0-1,0,0,0,0,0,0,0,4
2,142,0-1,0,0,0,0,0,0,0,5
2,143,0-1,0,0,0,0,0,0,0,4
2,144,0-1,0,0,0,0,0,0,0,5
2,145,0-1,0,0,0,0,0,0,0,5
2,146,0-1,0,0,0,0,0,0,0,5
2,147,0-1,0,0,0,0,0,0,0,5
2,148,0-1,0,0,0,0,0,0,0,5
2,149,0-1,0,0,1,0,0,0,0,7
2,150,0-1,0,0,0,0,0,0,0,6
2,151,0-1,0,0,0,0,0,0,0,7
2,152,0-1,0,0,0,0,0,0,0,8
2,153,0-1,0,0,0,0,0,0,0,8
2,154,0-1,0,0,0,0,0,0,0,8
2,155,0-1,0,0,0,0,0,0,0,8
2,156,22-6,0,0,0,0,0,0,0,8
2,157,0-1,0,0,0,0,0,0,0,8
2,125,22-7,0,0,0,0,0,0,0,7
2,126,0-1,0,0,0,0,0,0,0,9
2,127,0-1,0,0,0,0,0,0,0,9
2,128,0-1,0,0,0,0,0,0,0,7
2,129,0-1,0,0,0,0,0,0,0,7
2,130,0-1,0,0,0,0,0,0,0,7
2,131,0-1,0,0,0,0,0,0,0,9
2,132,0-1,0,0,0,0,0,0,0,9
2,133,0-1,0,0,0,0,0,0,0,8
2,134,0-1,0,0,0,0,0,0,0,8
2,135,0-1,0,0,0,0,0,0,0,8
2,136,0-1,0,0,0,0,0,0,0,8
2,137,0-1,0,0,0,0,0,0,0,8
2,138,0-1,0,0,0,0,0,0,0,10
2,139,0-1,0,0,0,0,0,0,0,10
2,140,20-12,0,0,0,0,0,0,0,10
2,109,20-6,0,0,0,0,0,0,0,11
2,110,20-12,0,0,0,0,0,0,0,13
2,111,20-11,0,0,0,0,0,0,0,13
2,112,20-14,0,0,0,0,0,0,0,15
2,113,20-4,0,0,0,0,0,0,0,15
2,114,20-14,0,0,0,0,0,0,0,15
2,115,20-12,0,0,0,0,0,0,0,16
2,116,20-20,0,0,0,0,0,0,0,15
2,117,20-15,0,0,0,0,0,0,0,16
2,118,20-16,0,0,0,0,0,0,0,16
2,119,20-15,0,0,0,0,0,0,0,16
2,120,20-11,0,0,0,0,0,0,0,16
2,121,20-16,0,0,0,0,0,0,0,17
2,122,20-13,0,0,0,0,0,0,0,14
2,123,20-11,0,0,0,0,0,0,0,14
2,92,20-15,0,0,0,0,0,0,0,18
2,93,20-16,0,0,0,0,0,0,0,20
2,94,20-15,0,0,0,0,0,0,0,20
2,95,20-17,0,0,0,0,0,0,0,13
2,96,20-13,0,0,0,0,0,0,0,14
2,97,20-15,0,0,0,0,0,0,0,14
2,98,20-16,0,0,0,0,0,0,0,15
2,99,20-17,0,0,0,0,0,0,0,16
2,100,20-17,0,0,0,0,0,0,0,16
2,101,20-18,0,0,0,0,0,0,0,16
2,102,20-16,0,0,0,0,0,0,0,17
2,103,20-16,0,0,1,0,0,0,0,18
2,104,20-17,0,0,0,0,0,0,0,18
2,105,20-15,0,0,0,0,0,0,0,18
2,106,20-16,0,0,0,0,0,0,0,18
2,107,20-17,0,0,0,0,0,0,0,18
2,72,20-10,0,0,0,0,0,0,0,7
2,73,20-4,0,0,0,0,0,0,0,10
2,74,20-9,0,0,0,0,0,0,0,5
2,75,18-17,0,0,0,0,0,0,0,10
2,76,18-6,0,0,0,0,0,0,0,5
2,77,20-1,0,0,0,0,0,0,0,4
2,78,20-13,0,0,0,0,0,0,0,4
2,79,20-15,0,0,0,0,0,0,0,6
2,80,20-14,0,0,0,0,0,0,0,6
2,81,20-14,0,0,0,0,0,0,0,8
2,82,20-7,0,0,0,0,0,0,0,9
2,83,20-12,0,0,0,0,0,0,0,9
2,84,20-6,0,0,0,0,0,0,0,9
2,85,0-1,0,0,0,0,0,0,0,9
2,86,0-1,0,0,0,0,0,0,0,11
2,87,0-1,0,0,0,0,0,0,0,11
2,88,0-1,0,0,0,0,0,0,0,11
2,89,0-1,0,0,0,0,0,0,0,11
2,53,22-10,0,0,0,0,0,0,0,12
2,54,22-15,0,0,0,0,0,0,0,18
2,55,22-8,0,0,0,0,0,0,0,8
2,56,22-15,0,0,0,0,0,0,0,10
2,57,22-15,0,0,0,0,0,0,0,12
2,58,22-10,0,0,0,0,0,0,0,10
2,59,22-15,0,0,0,0,0,0,0,10
2,60,22-9,0,0,0,0,0,0,0,9
2,61,22-13,0,0,0,0,0,0,0,9
2,62,22-10,0,0,0,0,0,0,0,9
2,63,22-12,0,0,0,0,0,0,0,10
2,64,22-16,0,0,0,0,0,0,0,10
2,65,22-11,0,0,0,0,0,0,0,9
2,66,22-6,0,0,0,0,0,0,0,9
2,67,22-3,0,0,0,0,0,0,0,9
2,68,22-8,0,0,0,0,0,0,0,9
2,69,22-9,0,0,0,0,0,0,0,9
2,70,22-8,0,0,0,0,0,0,0,9
2,36,22-3,0,0,0,0,0,0,0,4
2,37,22-5,0,0,0,0,0,0,0,4
2,38,22-5,0,0,0,0,0,0,0,5
2,39,22-7,0,0,1,0,0,0,0,5
2,40,22-7,0,0,0,0,0,0,0,5
2,41,22-3,0,0,0,0,0,0,0,5
2,42,22-5,0,0,0,0,0,0,0,5
2,43,22-7,0,0,0,0,0,0,0,5
2,44,22-9,0,0,0,0,0,0,0,5
2,45,22-4,0,0,0,0,0,0,0,5
2,46,22-3,0,0,0,0,0,0,0,5
2,47,22-6,0,0,0,0,0,0,0,5
2,48,22-4,0,0,0,0,0,0,0,5
2,49,22-6,0,0,0,0,0,0,0,5
2,50,22-5,0,0,0,0,0,0,0,5
2,51,22-8,0,0,0,0,0,0,0,5
2,52,22-6,0,0,0,0,0,0,0,5
2,18,22-5,0,1,0,0,0,0,0,2
2,19,22-7,0,1,0,0,0,0,0,3
2,20,22-6,0,1,0,0,0,0,0,2
2,21,22-9,0,0,0,0,0,0,0,5
2,22,20-9,0,0,0,0,0,0,0,5
2,23,20-13,0,0,1,0,0,0,0,5
2,24,20-8,0,0,0,0,0,0,0,5
2,25,20-12,0,0,0,0,0,0,0,5
2,26,20-5,0,0,0,0,0,0,0,5
2,27,20-12,0,0,0,0,0,0,0,5
2,28,20-16,0,0,0,0,0,0,0,5
2,29,20-8,0,0,0,0,0,0,0,6
2,30,20-5,0,0,0,0,0,0,0,5
2,31,20-10,0,0,0,0,0,0,0,5
2,32,20-6,0,0,0,0,0,0,0,5
2,33,20-16,0,0,0,0,0,0,0,5
2,34,20-7,0,0,0,0,0,0,0,5
2,35,20-8,0,0,0,0,0,0,0,6
2,1,20-11,0,0,0,0,0,0,0,10
2,2,20-11,0,0,0,0,0,0,0,5
2,3,20-11,0,0,0,0,0,0,0,7
2,4,20-14,0,0,0,0,0,0,0,9
2,5,20-13,0,0,0,0,0,0,0,9
2,6,20-17,0,0,0,0,0,0,0,12
2,7,20-11,0,0,0,0,0,0,0,12
2,8,20-15,0,0,0,0,0,0,0,12
2,9,20-11,0,0,0,0,0,0,0,12
2,10,20-16,0,0,0,0,0,0,0,13
2,11,20-11,0,0,0,0,0,0,0,13
2,12,20-3,0,0,0,0,0,0,0,13
2,13,20-15,0,0,0,0,0,0,0,13
2,14,20-8,0,0,0,0,0,0,0,13
2,15,20-6,0,0,0,0,0,0,0,13
2,16,20-19,0,0,0,0,0,0,0,14
2,17,20-8,0,0,0,0,0,0,0,13
2,351,24-15,0,0,0,0,0,0,0,26
2,352,24-11,0,0,0,0,0,0,0,18
2,353,24-13,0,0,0,0,0,0,0,18
2,354,24-16,0,0,0,0,0,0,0,18
2,355,24-14,0,0,0,0,0,0,0,18
2,841,24-18,0,0,0,0,0,0,0,12
2,842,24-6,0,0,0,0,0,0,0,7
2,843,24-16,0,0,0,0,0,0,0,8
2,844,23-9,0,0,0,0,0,0,0,7
2,845,0-1,0,0,0,0,0,0,0,7
2,846,24-16,0,0,0,0,0,0,0,6
2,847,24-9,0,0,1,0,0,0,0,8
2,848,24-9,0,0,0,0,0,0,0,9
2,849,24-16,0,0,0,0,0,0,0,8
2,850,24-11,0,0,0,0,0,0,0,8
2,851,24-14,0,0,0,0,0,0,0,8
2,852,0-1,0,0,0,0,0,0,0,10
2,853,0-1,0,0,0,0,0,0,0,10
2,854,0-1,0,0,0,0,0,0,0,10
2,855,0-1,0,0,0,0,0,0,0,10
2,856,0-1,0,0,0,0,0,0,0,10
2,857,0-1,0,0,0,0,0,0,0,10
2,858,0-1,0,0,0,0,0,0,0,10
2,859,0-1,0,0,0,0,0,0,0,11
3,53,22-12,0,0,0,0,0,0,0,7
3,54,22-3,0,0,0,0,0,0,0,9
3,55,22-15,0,0,0,0,0,0,0,13
3,56,22-13,0,0,0,0,0,0,0,13
3,57,22-12,0,0,0,0,0,0,0,13
3,58,22-13,0,0,0,0,0,0,0,13
3,59,22-8,0,0,0,0,0,0,0,14
3,60,22-12,0,0,0,0,0,0,0,14
3,61,22-6,0,0,0,0,0,0,0,14
3,62,22-19,0,0,0,0,0,0,0,15
3,63,22-9,0,0,0,0,0,0,0,15
3,64,22-15,0,0,0,0,0,0,0,15
3,65,22-18,0,0,0,0,0,0,0,16
3,66,22-15,0,0,0,0,0,0,0,16
3,67,22-12,0,0,1,0,0,0,0,17
3,68,22-15,0,0,0,0,0,0,0,17
3,69,22-10,0,0,0,0,0,0,0,17
3,70,22-13,0,0,0,0,0,0,0,17
3,36,22-12,0,0,0,0,0,0,0,7
3,37,22-6,0,0,0,0,0,0,0,8
3,38,22-10,0,0,0,0,0,0,0,9
3,39,22-11,0,0,0,0,0,0,0,8
3,40,22-5,0,0,0,0,0,0,0,8
3,41,22-7,0,0,0,0,0,0,0,10
3,42,22-14,0,0,0,0,0,0,0,11
3,43,22-9,0,0,0,0,0,0,0,11
3,44,22-17,0,0,0,0,0,0,0,11
3,45,22-11,0,0,0,0,0,0,0,13
3,46,22-5,0,0,0,0,0,0,0,12
3,47,22-8,0,0,0,0,0,0,0,10
3,48,22-8,0,0,0,0,0,0,0,10
3,49,22-5,0,0,0,0,0,0,0,9
3,50,22-16,0,0,0,0,0,0,0,9
3,51,22-15,0,0,1,0,0,0,0,9
3,52,22-10,0,0,0,0,0,0,0,9
3,18,22-7,0,1,0,0,0,0,0,3
3,19,22-16,0,0,0,0,0,0,0,6
3,20,22-8,0,0,0,0,0,0,0,8
3,21,22-15,0,0,1,0,0,0,0,9
3,22,20-11,0,0,0,0,0,0,0,10
3,23,20-6,0,0,0,0,0,0,0,10
3,24,20-5,0,0,1,0,0,0,0,10
3,25,20-15,0,0,0,0,0,0,0,10
3,26,20-18,0,0,0,0,0,0,0,11
3,27,20-13,0,0,0,0,0,0,0,12
3,28,20-15,0,0,0,0,0,0,0,13
3,29,20-9,0,0,0,0,0,0,0,13
3,30,20-15,0,0,0,0,0,0,0,14
3,31,20-5,0,0,0,0,0,0,0,14
3,32,20-9,0,0,0,0,0,0,0,12
3,33,20-15,0,0,0,0,0,0,0,13
3,34,20-15,0,0,0,0,0,0,0,13
3,35,20-18,0,0,0,0,0,0,0,13
3,1,20-5,0,0,0,0,0,0,0,6
3,2,20-6,0,0,0,0,0,0,0,7
3,3,20-7,0,0,0,0,0,0,0,11
3,4,20-9,0,0,0,0,0,0,0,11
3,5,20-9,0,0,0,0,0,0,0,10
3,6,20-6,0,0,0,0,0,0,0,11
3,7,20-9,0,0,0,0,0,0,0,7
3,8,20-7,0,0,0,0,0,0,0,7
3,9,20-15,0,0,0,0,0,0,0,7
3,10,20-5,0,0,0,0,0,0,0,5
3,11,20-7,0,0,0,0,0,0,0,5
3,12,20-10,0,0,0,0,0,0,0,6
3,13,20-18,0,0,0,0,0,0,0,6
3,14,20-3,0,0,0,0,0,0,0,7
3,15,20-11,0,0,0,0,0,0,0,7
3,16,20-7,0,0,0,0,0,0,0,7
3,17,20-9,0,0,0,0,0,0,0,7
3,337,24-5,0,0,0,0,0,0,0,5
3,338,24-6,0,0,0,0,0,0,0,5
3,339,24-2,0,0,0,0,0,0,0,5
3,340,24-4,0,1,0,0,0,0,0,2
3,341,24-8,0,0,0,0,0,0,0,5
3,342,24-6,0,0,0,0,0,0,0,8
3,343,24-6,0,0,0,0,0,0,0,8
