raceId,driverId,position
70,29,26
70,38,24
70,9,16
70,37,11
70,36,27
70,34,25
70,27,22
70,35,15
70,21,4
70,11,23
70,33,21
70,15,12
70,22,7
70,23,10
70,26,20
70,2,9
70,24,19
70,14,13
70,13,3
70,32,18
70,3,17
70,17,14
70,31,8
70,18,6
70,8,5
70,30,2
70,4,1
