raceId,driverId,position
91,47,17
91,46,16
91,13,9
91,45,15
91,44,14
91,43,10
91,32,13
91,21,12
91,11,11
91,14,8
91,15,6
91,18,4
91,31,3
91,23,7
91,4,5
91,22,2
91,30,1
