raceId,driverId,position
959,3,2
959,1,1
959,20,5
959,817,3
959,13,9
959,154,12
959,807,10
959,822,7
959,832,11
959,830,6
959,835,20
959,825,16
959,815,8
959,18,15
959,831,22
959,836,17
959,828,21
959,8,4
959,837,23
959,821,19
959,4,13
959,826,14
959,838,18
