raceId,driverId,position
38,27,18
38,9,8
38,26,19
38,25,12
38,16,20
38,19,21
38,18,16
38,24,17
38,17,13
38,11,15
38,22,14
38,5,10
38,15,7
38,23,11
38,3,9
38,13,4
38,21,6
38,2,5
38,1,3
38,4,1
38,8,2
