raceId,driverId,position
40,14,9
40,27,21
40,9,7
40,26,15
40,25,12
40,16,20
40,19,19
40,18,18
40,24,22
40,17,17
40,11,13
40,22,16
40,5,11
40,15,10
40,23,14
40,3,8
40,21,6
40,13,3
40,8,4
40,4,1
40,1,2
40,2,5
