raceId,driverId,position
870,4,1
870,17,2
870,1,4
870,20,3
870,18,7
870,155,10
870,8,5
870,815,9
870,817,18
870,814,13
870,818,17
870,3,6
870,813,11
870,10,21
870,819,22
870,811,15
870,13,14
870,5,19
870,808,20
870,30,12
870,154,8
870,807,16
870,37,24
870,39,23
