raceId,driverId,position
5,18,1
5,22,2
5,15,5
5,10,6
5,4,8
5,3,10
5,67,14
5,7,15
5,16,16
5,2,9
5,21,19
5,17,4
5,20,3
5,9,18
5,8,13
5,13,12
5,12,17
5,6,20
5,5,11
5,1,7
