raceId,driverId,position
110,17,14
110,21,4
110,43,15
110,52,16
110,2,13
110,22,7
110,50,17
110,18,12
110,35,11
110,23,9
110,4,3
110,49,10
110,15,5
110,30,8
110,8,1
110,31,6
110,14,2
