raceId,driverId,position
83,21,8
83,22,7
83,4,1
83,14,12
83,17,10
83,31,5
83,32,20
83,8,2
83,15,4
83,13,13
83,23,6
83,35,16
83,39,17
83,33,14
83,40,21
83,2,9
83,30,3
83,27,18
83,37,19
83,25,15
83,24,22
83,18,11
83,11,23
83,38,24
