raceId,driverId,position
173,30,1
173,22,4
173,23,5
173,35,7
173,21,6
173,41,14
173,25,15
173,48,19
173,2,20
173,49,9
173,15,10
173,18,8
173,50,12
173,37,16
173,60,21
173,57,2
173,14,3
173,63,11
173,56,13
173,64,18
173,65,17
173,55,22
173,54,23
