raceId,driverId,position
844,20,1
844,1,2
844,808,8
844,4,5
844,17,3
844,18,4
844,13,6
844,67,12
844,16,13
844,814,14
844,153,15
844,2,7
844,15,17
844,816,19
844,10,21
844,22,16
844,3,9
844,5,20
844,30,11
844,813,22
844,155,10
844,24,24
844,815,18
844,39,23
