raceId,driverId,position
348,4,5
348,13,6
348,1,2
348,20,3
348,3,7
348,30,9
348,18,4
348,17,1
348,24,14
348,22,11
348,9,8
348,16,10
348,153,18
348,807,15
348,5,19
348,67,16
348,15,22
348,37,17
348,811,23
348,10,24
348,808,12
348,155,13
348,810,21
348,812,20
348,29,25
