raceId,driverId,position
159,30,1
159,22,3
159,23,4
159,35,7
159,21,2
159,41,8
159,25,11
159,48,13
159,2,14
159,49,5
159,15,6
159,18,9
159,50,10
159,37,12
159,60,15
