raceId,driverId,position
872,18,6
872,20,4
872,1,2
872,17,5
872,4,1
872,155,12
872,8,3
872,815,9
872,817,18
872,814,13
872,818,17
872,3,7
872,813,15
872,10,22
872,819,23
872,811,16
872,13,10
872,5,19
872,808,20
872,30,11
872,154,8
872,807,14
872,37,25
872,39,24
872,816,21
