raceId,driverId,position
77,21,6
77,22,10
77,4,1
77,14,11
77,17,5
77,31,9
77,32,15
77,8,2
77,15,3
77,13,16
77,23,7
77,35,13
77,39,20
77,33,18
77,40,21
77,2,4
77,30,8
77,27,23
77,37,14
77,25,12
77,24,17
77,18,19
77,11,22
