raceId,driverId,position
851,20,1
851,1,3
851,808,9
851,4,4
851,17,2
851,18,5
851,13,6
851,67,13
851,16,12
851,814,16
851,153,14
851,2,8
851,15,19
851,816,22
851,10,24
851,22,17
851,3,7
851,5,23
851,30,10
851,813,21
851,155,11
851,24,20
851,815,15
851,39,25
851,37,18
851,817,26
851,812,27
