raceId,driverId,position
143,35,13
143,58,16
143,60,20
143,18,17
143,15,7
143,57,10
143,23,8
143,21,9
143,4,19
143,56,18
143,50,12
143,55,14
143,54,15
143,44,6
143,8,11
143,49,5
143,2,4
143,22,3
143,14,2
143,30,1
