raceId,driverId,position
943,1,1
943,3,2
943,20,3
943,13,6
943,831,13
943,817,8
943,807,12
943,828,18
943,832,15
943,815,9
943,18,16
943,8,5
943,830,10
943,154,11
943,813,14
943,826,7
943,825,22
943,822,4
943,833,19
943,4,17
943,829,21
943,834,20
