raceId,driverId,position
96,8,16
96,2,14
96,17,13
96,47,17
96,46,20
96,13,9
96,45,19
96,44,15
96,43,12
96,32,18
96,21,10
96,11,8
96,14,11
96,15,4
96,18,3
96,31,6
96,23,7
96,4,5
96,22,2
96,30,1
