raceId,driverId,position
35,1,1
35,2,6
35,3,13
35,4,5
35,5,7
35,6,15
35,7,17
35,8,3
35,9,4
35,15,9
35,17,11
35,14,16
35,18,18
35,12,12
35,21,19
35,22,14
35,19,22
35,11,21
35,13,2
35,10,10
35,16,20
35,20,8
