raceId,driverId,position
75,19,24
75,27,21
75,2,10
75,30,7
75,40,20
75,33,18
75,39,19
75,11,23
75,35,13
75,23,5
75,18,22
75,13,16
75,15,2
75,8,3
75,32,15
75,31,8
75,17,6
75,14,9
75,4,1
75,22,11
75,21,4
75,37,14
75,25,12
75,24,17
