raceId,driverId,position
47,21,8
47,29,24
47,20,17
47,14,12
47,27,22
47,9,6
47,26,19
47,25,9
47,16,21
47,19,20
47,18,16
47,24,23
47,17,11
47,11,15
47,22,18
47,5,7
47,3,10
47,13,3
47,2,5
47,4,2
47,1,1
47,8,4
47,23,14
47,15,13
