raceId,driverId,position
12,18,1
12,22,2
12,15,8
12,10,11
12,4,12
12,3,6
12,67,16
12,7,17
12,16,18
12,2,13
12,21,14
12,17,4
12,20,3
12,9,15
12,8,5
12,13,9
12,12,20
12,6,19
12,5,10
12,1,7
12,153,22
12,154,23
12,69,21
