raceId,driverId,position
881,8,2
881,4,6
881,20,1
881,13,5
881,1,4
881,17,3
881,16,9
881,814,10
881,18,13
881,154,8
881,815,12
881,818,14
881,821,16
881,822,15
881,824,17
881,819,18
881,820,20
881,823,19
881,817,21
881,3,7
881,813,22
881,807,11
